siteID,site_group,site_num,Fluoride,Chloride,Nitrite,Bromide,NitrateN,PhosphateP,Sulfate,NH4N
So_7,So,7,0.868,39.56,0,0.2133,0.0972,0.4553,105.59,
So_8,So,8,1.4277,101.391,0,0.8328,1.4244,1.259,0,
So_9,So,9,0.8675,17.022,0,0.1929,1.4058,1.0084,61.4759,
So_10,So,10,1.3324,72.908,0,0.6016,0.7872,1.0183,0,
So_11,So,11,0.9053,47.235,0,0.3543,0.8205,1.0478,96.87,
So_12,So,12,0.9022,15.169,0,0.1822,2.5898,1.1239,42.5724,
So_13,So,13,1.3339,102.669,0,0.7066,1.1672,0,0,
So_14,So,14,1.1454,50.516,0,0.7273,1.485,1.5279,100.8349,
So_15,So,15,0.5664,13.4746,0,0.1816,0.1614,0.4876,84.0914,
So_16,So,16,0.4307,22.1545,0,0.675,1.6772,1.9463,49.0446,
So_17,So,17,1.3564,89.6178,0,0.2483,0.0559,0.1758,174.4352,
So_18,So,18,0.8571,33.6227,0,0.6055,1.0919,1.3156,77.5259,
So_19,So,19,0.3042,37.3426,1.1124,0.4676,3.9953,0.9609,123.8446,
So_20,So,20,1.2362,73.3426,0,0.6083,0.4711,0.3612,81.2578,
So_21,So,21,0.7364,36.8073,0,0.6359,0.8985,0.9722,72.0767,
So_22,So,22,1.0359,87.014,0.2297,0.7226,0.8062,0.1845,194.0081,
So_23,So,23,0.8356,17.061,0.3613,0.8929,2.0769,0.7602,71.4017,
So_24,So,24,1.1538,0,0,0.8877,0.8195,0.5392,243.0328,
So_25,So,25,0.8506,32.331,0,0.9561,1.423,0.9305,84.9,
So_26,So,26,0.8672,34.318,0.3063,0.9099,5.5618,2.1693,73.9893,
So_27,So,27,1.4749,63.02,0,0.6657,0.8064,0.6506,109.2287,
So_28,So,28,0.8279,35.355,0,0.9366,1.3724,0.7162,92.3382,
So_29,So,29,0.9037,92.793,0,0.3456,1.4489,0.5578,176.0928,
So_30,So,30,1.0105,20.023,1.2807,0.1922,1.9609,0.7631,63.3296,
So_31,So,31,1.0227,68.449,0,0.3808,1.5072,0.9827,155.3375,
So_32,So,32,0.9156,36.601,0,0.1968,1.4579,0.8678,83.8721,
So_33,So,33,0.8121,22.914,1.1283,0.0689,3.1058,1.2013,39.8409,
So_34,So,34,1.3487,93.6,0,0.3309,1.5,0.399,163,
So_35,So,35,0.9399,46.36,0,0.2328,1.4952,0.7226,89.2357,
So_36,So,36,1.1055,131.771,0,1.5895,0.4838,0,229.4878,
So_37,So,37,0.2678,13.794,0,0.1189,0.9168,0,50.2985,
So_38,So,38,0.7207,56.412,0,0.5992,0.0433,0.6186,119.0509,
So_39,So,39,0.4137,29.487,0,0.5211,0.1338,0.3869,59.1528,
So_40,So,40,0.0445,18.327,0,0.0642,1.2163,0,137.9119,
So_41,So,41,1.4583,52.152,0,0.7259,0.2174,0.0277,87.8236,
So_42,So,42,0.4035,31.209,0,0.5305,0.0543,0.3106,76.031,
Vc_1,Vc,1,.,42.12,.,0.15,0.01,0,136.16,0.08
Vc_2,Vc,2,.,59.46,.,0.16,0.02,0.09,174.08,0.09
Vc_3,Vc,3,.,87.47,.,0.21,0.02,0.15,175.49,0.15
Vc_4,Vc,4,.,56.19,.,0.17,0.02,0,161.34,0.1
Vc_5,Vc,5,.,58.54,.,0.18,0.02,0.08,167.35,0.17
Vc_6,Vc,6,.,37.17,.,0.14,0.01,0.03,119.99,0.03
Vc_7,Vc,7,.,41.7,.,0.14,0.02,0.13,126.04,0.07
Vc_8,Vc,8,.,74.71,.,0.17,0.02,0.12,131.74,0.15
Vc_9,Vc,9,.,50.32,.,0.15,0.02,0.04,156.5,0.07
Vc_10,Vc,10,.,55.68,.,0.16,0.02,0.1,107.9,0.18
Vc_11,Vc,11,.,21.45,.,0.12,0.01,0.07,59.1,0.04
Vc_12,Vc,12,.,28.91,.,0.13,0.01,0.17,100.72,0.05
Vc_13,Vc,13,.,31.24,.,0.18,0.01,0.21,92.2,0.05
Vc_14,Vc,14,.,50.75,.,0.19,0.01,0.12,157.22,0.08
Vc_15,Vc,15,.,28.07,.,0.15,0.01,0.11,65.16,0.08
Vc_16,Vc,16,.,189.1,.,0.59,0.01,0,439.58,0.05
Vc_17,Vc,17,.,25.93,.,0.11,0.01,0.07,86.53,0.05
Vc_18,Vc,18,.,728.33,.,0,0,0,1418.35,0.24
Vc_19,Vc,19,.,287.89,.,0.33,0.02,0,488.73,0.18
Vc_20,Vc,20,.,359.09,.,0,0,0,1043.52,0.79
Vc_21,Vc,21,.,28.19,.,0.28,0.02,0,45.76,0.02
Vc_22,Vc,22,.,30.75,.,0.15,0.02,0.15,107.96,0.04
Vc_23,Vc,23,.,44.74,.,0.32,0.01,0,86.02,0.11
Vc_24,Vc,24,.,33.47,.,0.3,0.02,0.07,45.82,0.16
Vc_25,Vc,25,.,62.65,.,0.2,0.02,0.16,136.79,0.42
Vc_26,Vc,26,.,98.64,.,0.27,0.02,0,158.55,0.04
Vc_27,Vc,27,.,29.99,.,0.13,0.02,0.14,103.53,0.04
Vc_28,Vc,28,.,119.44,.,0.28,0.03,0.1,220.18,0.1
Vc_29,Vc,29,.,116.69,.,0.25,0.02,0.1,201.51,0.2
Vc_30,Vc,30,.,158.99,.,0.28,0.04,0.02,321.47,0.4
Vc_31,Vc,31,.,36.97,.,0.16,0.06,0.05,124.21,0.01
Vc_32,Vc,32,.,27.53,.,0.14,0.09,0.26,95.19,0.01
Vc_33,Vc,33,.,27.48,.,0.15,0.04,0.17,93.76,0
Vc_34,Vc,34,.,47.89,.,0.15,0.03,0.03,198.26,0.03
Vc_35,Vc,35,.,30.62,.,0.14,0.06,0.28,58.52,0.01
Vc_36,Vc,36,.,1025.41,.,2.25,0.32,0.16,2710.53,0.32
Vc_37,Vc,37,.,40.74,.,0.09,0.05,0.17,121.67,0.05
Vc_38,Vc,38,.,1095.57,.,1.07,1.97,0.07,1841.29,0.27
Vc_39,Vc,39,.,1301.7,.,1.68,0.44,0.71,2145.85,0.14
Vc_40,Vc,40,.,725.36,.,0.37,0.18,0.46,1863.13,0.63
Vc_41,Vc,41,.,58.65,.,0,0.05,0.01,155.42,0.02
Vc_42,Vc,42,.,43.15,.,0.12,0.03,0.14,146.55,0.09
Vc_43,Vc,43,.,137.81,.,0.29,0.04,0.09,332.39,0.07
Vc_44,Vc,44,.,57.8,.,0.15,0.03,0.12,132.08,0.4
Vc_45,Vc,45,.,.,.,.,.,.,.,.
Vf_1,Vf,46,.,35.86,.,0.16,0.02,0.04,131.56,0.14
Vf_2,Vf,47,.,58.33,.,0.29,0.02,0.01,238.67,0.58
Vf_3,Vf,48,.,42.38,.,0.16,0.02,0.06,152.14,0.25
Vf_4,Vf,49,.,47.28,.,0.17,0.02,0.01,177.59,0.19
Vf_5,Vf,50,.,58.11,.,0.17,0.02,0.04,174.92,0.15
Vf_6,Vf,51,.,55.18,.,0.18,0.02,0.02,236.63,0.15
Vf_7,Vf,52,.,71.66,.,0.38,0.09,0.07,290.23,0.48
Vf_8,Vf,53,.,39.69,.,0.13,0.01,0.05,138.07,0.2
Vf_9,Vf,54,.,54.91,.,0.17,0.01,0.02,164.92,0.15
Vf_10,Vf,55,.,49.74,.,0.16,0.02,0.05,160.4,0.15
Vf_11,Vf,56,.,26.76,.,0.17,0.01,0.09,100.02,0.14
Vf_12,Vf,57,.,45.4,.,0.2,0,0.02,134.87,0.38
Vf_13,Vf,58,.,31.36,.,0.16,0.02,0.1,108.35,0.21
Vf_14,Vf,59,.,41.9,.,0.18,0.01,0.02,114.77,0.17
Vf_15,Vf,60,.,28.23,.,0.14,0.01,0.03,83.97,0.12
Vf_16,Vf,61,.,26.29,.,0.12,0.01,0.07,87.97,0.13
Vf_17,Vf,62,.,36.57,.,0.11,0.01,0,135.08,0.28
Vf_18,Vf,63,.,26.79,.,0.1,0.02,0,84.54,0.15
Vf_19,Vf,64,.,26.55,.,0.13,0.03,0,94.62,0.11
Vf_20,Vf,65,.,27.6,.,0.12,0.01,0.06,85.67,0.07
Vf_21,Vf,66,.,34.1,.,0.16,0.02,0.05,118.79,0.11
Vf_22,Vf,67,.,218.06,.,0.74,0.02,0,839,0.88
Vf_23,Vf,68,.,27.98,.,0.15,0.02,0.09,96.89,0.1
Vf_24,Vf,69,.,22.48,.,0.23,0.02,0.01,89.57,0.14
Vf_25,Vf,70,.,41.82,.,0.17,0.02,0.02,140.34,0.09
Vf_26,Vf,71,.,42.17,.,0.16,0.01,0.06,146.18,0.11
Vf_27,Vf,72,.,82.07,.,0.29,0.03,0.01,317.05,0.45
Vf_28,Vf,73,.,27.68,.,0.13,0.05,0.11,96.65,0.11
Vf_29,Vf,74,.,73.96,.,0.26,0.04,0.01,312.55,0.22
Vf_30,Vf,75,.,36.74,.,0.14,0.04,0.06,118.89,0.07
Vf_31,Vf,76,.,26.83,.,0.14,0.02,0.12,95.9,0.03
Vf_32,Vf,77,.,60.78,.,0.24,0.07,0.08,185.75,0.2
Vf_33,Vf,78,.,35.38,.,0.16,0.1,0.18,115.97,0.04
Vf_34,Vf,79,.,35.11,.,0.13,0.05,0.02,117.59,0
Vf_35,Vf,80,.,36.16,.,0.14,0.07,0.06,110.03,0.02
Vf_36,Vf,81,.,27.89,.,0.1,0.03,0.08,99.53,0.19
Vf_37,Vf,82,.,49.5,.,0.06,0.05,0.01,197.27,0.64
Vf_38,Vf,83,.,25.75,.,0.16,0.04,0.17,89.93,0.2
Vf_39,Vf,84,.,45.69,.,0.17,0.02,0.02,181.25,0.27
Vf_40,Vf,85,.,38.85,.,0.15,0.04,0.07,136.29,0.1
Vf_41,Vf,86,.,46.23,.,0.04,0.05,0.04,140.45,0.25
Vf_42,Vf,87,.,74.96,.,0.32,0.03,0.02,274.95,0.88
Vf_43,Vf,88,.,58.23,.,0.2,0.04,0.14,139.88,0.33
Vf_44,Vf,89,.,32.43,.,0.15,0.04,0.07,123.03,0.12
Vf_45,Vf,90,.,48.06,.,0.17,0.05,0.2,154.19,0.13
Vf_46,Vf,91,.,24.85,.,0.45,0.69,0,107.97,.
Vf_47,Vf,92,.,26.94,.,0.61,0.57,0,117.91,.
Vf_48,Vf,93,.,24.34,.,0.43,0.37,0,107.27,.
Vf_49,Vf,94,.,24.61,.,0.58,0.4,0,110.65,.
Vf_50,Vf,95,.,24.19,.,0.63,0.46,0,93.55,.
Vf_51,Vf,96,.,23.89,.,0.46,0.34,0,113.01,.
Vf_52,Vf,97,.,25.37,.,0.68,0.43,0,105.47,.
Vf_53,Vf,98,.,24.15,.,0.45,0.33,0,102.91,.
Vf_54,Vf,99,.,24.9,.,0.69,0.61,0,100.48,.
Vf_55,Vf,100,.,24.42,.,0.47,0.34,0,108.21,.
Vf_56,Vf,101,0.9782,29.46,.,0.76,0,0,120.65,.
Vf_57,Vf,102,0.7969,27.81,.,0.4,0,0,107.44,.
Vf_58,Vf,103,0.566,16.13,.,0.35,0,0,63.5,.
Vf_59,Vf,104,0.682,16.15,.,0.35,0,0,61.35,.
Vf_60,Vf,105,0.8774,30.34,.,0.6,0.19,0,122.49,.
